ukrainian english
норм norm
поляків poles
андерсон anderson
воював fought
худоби managed
атмосфера atmosphere
діяти acting
діяти tread
діяти act
щастя happiness
землею earth
землею ground
десяти ten
коротка short
намагалися tried
намагалися strive
джо joe
адам adam
берегах shores
двори courtyards
стрільби shooting
шукати lookup
шукати search
шукати seek
канадський canadian
провели conducted
зелені green
зелені greens
секції section
відзнаки insignia
переклади translations
заповідник reserve
іль le
іль isle
іль isles
туреччина turkey
показав showed
виходять emerge
переїхала moved
прийняти accept
розслідування investigate
розслідування investigation
розслідування inquiry
володимирівна gelman
ресурс resource
місцями occasionally
місцями swaps
входило involve
удар jab
удар hit
удар punch
автобус bus
переговори negotiating
переговори negotiate
переговори negotiations
компоненти components
александр alexandre
чернігів chernihiv
посилення strengthening
призначена assigned
літери letters
літери characters
сценарій screenplay
сценарій scenario
сценарій script
мюнхен munich
бійців fighters
бек beck
бек beek
буду gonna
підписи captions
підписи signatures
зразки sample
зразки samples
сполуки compound
албанії albania
анрі henri
анрі henry
каже says
трон throne
квартира apartment
написаний pasted
ато ato
баку baku
ваги weightless
ваги weights
ваги weigh
фізик physicist
враховуючи considering
португалія portugal
припущення guessing
припущення conjecture
припущення assuming
припущення hunch
припущення assertion
дошка whiteboard
дошка board
рівнів levels
долі fates
долі fate
проспект prospekt
проспект avenue
твердження statement
жодних none
поранений injured
поранений wounded
торгівля trading
торгівля trafficking
торгівля trade
королеви queens
випадково randomly
випадково accidentally
вшанування honor
звернення couples
звернення accessed
звернення subjects
звернення appeal
звернення argumentum
хімічні chemical
заводи plants
долю fate
введено entered
культ cult
культ kult
річ thing
рнк rna
природа nature
великобританія uk
найбільшу biggest
стояв stood
суму sum
суму amount
тіл bodies
ізраїль israel
клан clan
поєднання combination
єгипті egypt
рівненська rivne
реконструкції reconstruction
конфлікти conflicts
знав knew
макс max
урахуванням sensitive
служить employee
служить serves
споживання consumption
згадки mentions
каплиця chapel
динамо dinamo
динамо dynamo
компонентів components
конгресу congressional
конгресу congress
виявив discovered
виявив manifested
інформацією misinformed
призначені assigned
призначені designated
призначені occurring
працівники workers
працівники employees
заняття activities
заняття esl
марокко morocco
висновок refute
висновок inference
захворювань diseases
напр eg
вільна freestyle
вільна free
георгія george
продукція production
продукція products
родовище oilfield
предмет subject
відкрили uncovered
відкрили opened
потенціал potential
губернатор governor
студія studio
сума sum
сума amount
правом authority
десятиліття decade
доба age
концепція concept
концепція conception
тимошенко tymoshenko
фінляндія finland
залишаються remain
залишаються fleeing
розміщені intended
біології biology
кваліфікації qualifications
звичайна normal
ботанічний botanic
ботанічний botanical
панування domination
яєць incubation
відбувалися happening
величина magnitude
закарпатська zakarpattia
виступала performed
відтворення render
відтворення rendering
відтворення playback
відтворення playing
править reigns
править reign
схеми schematics
схеми scheme
схеми schemes
схеми schema
можливе possible
сильний heavy
сильний strong
виконується running
архієпископ archbishop
оголошення announcement
оголошення declarations
оголошення ads
оголошення classified
оголошення declaration
оголошення declare
розробку developing
постачання procurement
постачання supply
громадянин citizen
старше older
форт fort
удару punch
бойовий fighting
бачив seen
бачив saw
любить loves
едуард edward
едуард eduard
цілий whole
йдуть go
дер der
ірану iran
бразилія brazil
ремонт repair
ремонт repairs
сілья silja
широке broad
мінімум minimum
додатково additionally
додатково advanced
роберта roberta
бачити seeing
джек jack
ворогів enemies
астроном astronomer
екологія ecology
завоювання conquest
легенда legend
поверхня spline
поверхня surface
спортсмени sportsmen
спортсмени athletes
випущено released
випущено issued
скульптура sculpture
бельгія belgium
глибині pit
сміт smith
європейська european
хочу wanna
хочу want
солі salt
архітектурний architectural
півострів peninsula
півострів peninsular
марі marie
марі mari
побудовані plotted
маєток mansion
маєток firefly
зброєю weapons
могили tomb
могили graves
могили grave
зусилля efforts
зусилля effort
кавалер expectation
основне primary
основне fundamental
основне main
співаки singers
тер ter
варшава warszawa
варшава warsaw
східні eastern
речей things
факторів factors
ураження affected
їхня theirs
зеландії zealand
євреї jews
євреї israelites
ужгород uzhgorod
ужгород uzhhorod
опера opera
вчителів teachers
переслідування harassment
переслідування pursuit
каліфорнії ucla
венеції venice
кому komu
активні active
суспільно prepared
математик mathematician
польською polish
задачі tasks
задачі jobs
задачі task
реал real
житомир zhytomyr
гірський mountain
хребта vertebrae
хребта ridge
перейменовано renamed
квіти flowers
явились onset
поставити put
поставити queue
засідання meeting
лекції lectures
лекції lecture
камери camera
камери cameras
друг friend
ремонту repairs
символізує symbolizes
вважаються considered
майстра wizard
портрети portraits
цска cska
протистояння opposition
вели leading
явищ whatsoever
роти rota
болгарія bulgaria
постійного persistent
аргументи arguments
ефективність efficiency
ефективність effectiveness
ефективність performance
драматичний drama
переробки recycling
найвища highest
якісь any
аварії crash
правий right
правий sickest
хай hai
хай khai
хай long
хай let
мін ming
мін mines
мін min
судді judge
судді judges
фабрика factory
рота rota
рота mouth
носили worn
офіційні official
схожий resembles
океан ocean
хору glee
сусідніх neighboring
проходила passing
дитинства childhood
секунд seconds
визнав acknowledged
оборону defence
масиву array
адміністратора administrator
ближче closer
ближче nearer
мережу networking
супутник satellite
супутник sputnik
супутник moon
повстанців rebels
замки castles
замки locks
показники figures
яскраво stunning
малюнок drawing
адмірал admiral
органу organa
чорних blacks
зрозуміти understand
зрозуміти comprehend
дивись look
злиття merge
злиття fusion
злиття weaving
злиття merging
відгуки reviews
відгуки feedback
перевірки tests
перевірки verification
перевірки checks
основа base
запрошення invite
запрошення invitations
запрошення invitation
запрошення invites
туризм tourism
демократична democratic
напад attack
напад assault
основ foundations
мої my
пана pana
пана panna
композиція track
композиція composition
обсерваторії observatories
конституція constitution
зусиль effortlessly
ночі nightfall
ночі nights
ночі night
досягти achieve
професійний professional
імовірно presumably
імовірно allegedly
росіян russians
рахунку scores
перепис census
дивіться watch
дивіться look
включно including
включно inclusive
повинно should
використані used
рамки frames
рамки border
лісі woods
суть essence
досягла reached
захопити capture
захопити commencing
мереж networks
храмів temples
ікони icons
риба fish
ракет missiles
ракет rockets
кольорів colors
чехословаччини czechoslovakia
розмноження breeding
розмноження breed
розмноження reproduction
тоні toni
тоні tony
патріархату patriarchate
члена member
фіфа fifa
козак cossack
козак kozak
ран ran
територіях areas
африка africa
сини sons
друку printing
фасад facade
посольства embassy
ядро kernel
ядро nucleus
ядро core
оновлення refreshing
оновлення upgrading
оновлення update
оновлення refresh
оновлення updates
оновлення updating
регіони regions
попередження advisory
попередження warnings
попередження alert
попередження warning
церквою tserkva
губернатора governor
логотип logo
піти donating
критик critic
стрічка ticker
стрічка reel
стрічка feed
стрічка tape
стрічка ribbon
випробувань trials
вокзал station
вокзал gare
королівський royal
королівський kingly
вибуху exploding
діях stages
видатних prominent
кістки bones
діб dib
критика criticism
тбілісі tbilisi
вступ introduction
вступ intro
запит requested
запит request
запит query
запит requests
вест west
зібрані collected
зібрані compiled
зібрані gathered
володів owned
андре andre
андре andr
дочки daughters
впливає affects
впливає influences
впливає impacts
англо anglo
речення sentence
речення sentences
графік graph
графік plot
катерини yekaterina
реклама ad
реклама advertising
реклама ads
модифікації revisions
арт art
допоміг helped
америка america
америка americas
черкаси cherkasy
президенти president
проблему problem
кодекс codex
невідома unknown
енергія energies
енергія energy
любові passions
діаспора diaspora
гвінеї guinea
білоруси belarusians
виведення output
виведення inference
виведення outputs
давид david
оркестр orchestra
святі saints
святі holy
нобелівської nobel
рельєф relief
призначив appointed
туру matchday
поміж between
приходить comes
індонезії indonesia
вогнем fire
обласний regional
покращення improvements
покращення enhancement
покращення enhance
хвороб diseases
явно obviously
явно explicitly
читачів followers
мур moore
мур mur
угорщині hungary
іраку iraq
випустив unleashed
парки parks
біологічних biological
існувати ceased
срібла silver
туристів tourists
отто otto
образи portrayal
образи abuse
образи fights
морська marine
морська naval
австрійський austrian
швидкого rapid
джерсі jersey
організатор organizer
організатор organiser
усім everyone
майно property
майно possessions
майно estate
янського autographed
реліз release
запас float
запас inventory
бувають distinguished
виявили discovered
видається imagined
мадрид madrid
лука luka
лука luca
здобули graduated
підполковник colonel
музикантів musicians
супротивника assailant
голоси votes
голоси voices
втручання interventions
втручання intervention
жовтий yellow
вина wine
лікаря doctor
зіткнення collision
зіткнення collisions
запуску startup
композиторів composers
способи ways
способи methods
присутній attending
баден baden
бордо bordeaux
бібліотек libraries
залишилася remained
орбіти inclination
словом counsel
словом word
тебе you
установка rig
альберт albert
номери numbers
важливе important
знято releasing
крок step
крок croc
людства mankind
комедії comedy
хребет spine
хребет range
хребет backbone
хребет ridge
зразка sample
кирило kirill
кирило cyril
відповідальності responsibilities
найменування naming
носій media
носій medium
поліція police
негайно immediately
негайно immediate
негайно instantly
скелі cliffs
скелі cliff
скелі rocks
взяла popped
староста starosta
адміністратор admin
адміністратор administrator
срібло silver
біль pain
тисячоліття millennium
колумбії colombia
напряму directly
романа romana
творчий creative
плоди fruit
плоди fruits
троє threes
хор choir
хор glee
лат lats
звернувся addressed
звернувся appealed
лівий left
хвилини minutes
хвилини minute
човен boat
сто hundred
сто sto
задній rear
звіт report
жіноча female
рядок line
рядок string
рядок row
педагогічних pedagogical
громадянська civil
двадцять twenty
італійська italian
акторів actors
жіночий female
угода covenant
угода deal
угода agreement
угода accords
африканських african
поезія poetry
дала slapped
дала gave
чернігівського chernigov
філії branches
математика maths
математика mathematics
математика math
знищити destroy
знищити indestructible
знищити eliminate
знищити exterminate
принца prince
керівники executives
переміщення moving
переміщення displacement
відчуття feeling
візантії byzantium
здійснено migrated
знизу below
знизу bottom
мотор motor
запобігання preventing
запобігання avoidance
запобігання prevention
етапу phase
сигнал signal
християнство christianity
знати knowing
знати know
готовий ready
викладання placing
обрання elected
ціна price
приймати hosting
складання aggregation
витрат expense
штати states
дитина baby
дитина child
постанова regulation
постанова decree
боснії bosnia
арена arena
романів novels
поляки poles
половину half
особисті personal
відновлено resumed
відновлено restored
жак jacques
японські japanese
хімічна chemical
надають provide
отримані received
богослов theologian
франс frans
данія denmark
перспективи prospects
перспективи perspective
теперішній present
приготування preparation
ірландія ireland
луганськ luhansk
перенесено wrapped
йшли walked
перейти jump
перейти goto
джонс jones
джонс johns
бачить sees
комедія comedy
проведені assist
анджелес angeles
буенос buenos
мішель michelle
мішель michel
солдати soldiers
освітлення lighting
видавець publisher
видавець issuer
допомога help
послідовність sequence
ясс jass
дуб quercus
дуб oak
думи duma
громадсько socio
реконструкція renovation
реконструкція reconstruction
реконструкція reenactment
початкова initial
збір collecting
снд cis
використати use
давні ancient
давні olden
пустелі desert
пустелі deserts
зведення summary
ланки lanka
розклад schedule
розклад timeline
розклад timetable
карт cards
вояки soldiers
суміші mix
птах bird
тулузи toulouse
називає calls
вступу membership
прийняли accepted
залежність dependency
залежність addiction
залежність dependence
подав filed
недоліки faults
недоліки disadvantages
прив snapping
плюс plus
вирощування cultivation
хорватія croatia
вниз down
вниз downwards
зерна grain
житлових residential
частинами parts
файли files
човнів boats
планується foreseen
надії hopes
надії hope
данило daniel
данило danylo
данило danilo
конфліктів conflicts
рублів rubles
наступна next
августа augusta
кільця rings
слобода sloboda
топ top
дитяча child
глави chapters
ніна nina
правопису spelling
шкоди harm
замінити replace
концерти concerts
умовами terms
олімпійська olympic
журналів logs
виходячи assuming
добра dobra
дозволу permission
графіки graphs
графіки plots
графіки charts
графіки graphics
минуле past
сприйняття perception
вказують indicate
євробачення eurosong
євробачення contest
літо summer
наса nasa
свідчення testimony
посіла wins
зможе able
дітьми kids
дітьми children
татари tatars
містами towns
науковець scientist
подібний similar
виробник vendor
виробник producer
виробник manufacturer
дах roof
вивчає learns
вивчає studies
учень pupil
західні western
відвідувачів visitors
подвійна double
згоди consent
згоди concord
шахти shafts
жила lived
науковців scientists
передано passed
слава slava
слава glory
доступні available
коледжі colleges
коледжі college
передній front
напрям direction
відсоток percentage
відсоток percent
парафії parish
прості simple
врятувати rescue
задоволення satisfaction
задоволення pleasure
опубліковано published
опубліковано posted
робили did
множини plural
розглядати treat
китайський chinese
енциклопедичний encyclopedic
укріплення fortifications
удмуртія udmurtia
дебют debut
пояснити explain
ґрунт soil
ґрунт grunt
герман hermann
герман german
герман herman
гітарист guitarist
обставин circumstance
поверх floor
волинь volhynia
волинь volyn
святкування celebration
колії gauge
чорногорії montenegro
олімпіади olympic
повільно slow
повільно slowly
бойко boyko
частинки particles
частинки particle
стівен stephen
стівен steven
рано early
китайські chinese
кривий crippled
очки points
мен meng
мен maine
черв worm
музиці music
подія incidence
подія event
створюється generating
хвороба disease
хвороба sickness
продовжували continued
гармата cannon
гармата gun
перенаправлення redirect
перенаправлення redirection
вартості rank
чорноморського anew
стандарт standard
зовні outside
консул consul
авіація aviation
зникнення disappearance
зникнення endangered
зникнення extinction
севастополь sevastopol
складні anxious
складні complex
складні challenging
місія mission
геологія geology
синій blue
фахівець professional
гміна gmina
нації nationality
нації nation
нації nationalities
луки grasslands
луки meadows
зовнішня external
зовнішня exterior
передача transmitting
передача commit
передача commits
довести prove
грец graetz
бібліотеку library
пропозиція offering
пропозиція offer
пропозиція proposition
пропозиція suggestion
пропозиція proposal
адміністративні administrative
єпархія eparchy
очищення clearing
очищення cleanup
очищення cleaning
очищення blanking
вірш poem
вірш verse
юрист jurist
юрист lawyer
суміш mix
суміш mixture
ставки bets
ставки wager
ставки betting
прийом admitting
прийом reception
шрі sri
френк frank
рейху reich
вистави spectacle
природу wildlife
оренду rent
збору filing
збору acquisition
збору fundraising
залишилося remaining
художня art
несподівано suddenly
несподівано unexpectedly
широкі broad
широкі burst
препарат formulation
заборонено forbidden
заборонено prohibited
заборонено denied
реєстрації registrations
мислення thinking
цивілізації civilization
вбити kill
вбити slay
помічником sidekick
парі bet
тестування testing
сліди trail
сліди tracks
сліди traces
сліди trails
добрі kind
печери caves
печери caverns
ганс hans
дитинство childhood
вузол node
вузол peer
вузол host
вузол knot
вузол ganglion
перебуваючи staying
норвегія norway
додатковий complementary
додатковий optional
додатковий advanced
додатковий extra
колонія colony
королі kings
королі monarchs
рухи movements
катастрофи catastrophe
катастрофи disasters
обробка handling
обробка processing
обробка parsing
зробила made
бойового morale
більший larger
більший bigger
верховна verkhovna
тролейбус trolleybus
горького gorky
знаходилася watchful
леся lesya
щоправда though
культурні cultural
культурні cultivated
міфологія mythology
дійсний valid
арк arc
зареєстровано registered
майдан maidan
майдан roundabout
колеса wheels
вірменська armenian
збільшується increases
товари goods
виконати perform
виконати execute
виконати run
кіл circles
кіл stake
художні artistic
помітно distinctively
календар calendar
кракові krakow
пошуки searches
розділи sections
розділи chapters
дошки board
поетів poets
увага beware
увага attention
увага warning
прапори flags
спробу attempt
діви virginis
чорне black
перенесення transmission
перенесення transfers
перенесення transmit
перенесення transferring
перенесення transfer
прибули arrived
спільнота group
спільнота community
займаються engage
важливо important
почати start
розуміє understands
фабрики factories
абу abu
абу abou
розвиваються developing
побудувати build
побудувати construct
організовано sorted
янська slavonic
конгрес congress
фрагменти fragments
фрагменти snippets
гімн hymn
гімн anthem
технічна technical
лейтенанта lieutenant
більші bigger
географічні geographic
географічні geographical
хана han
знов again
кріс chris
кріс kris
скотт scott
католики catholics
викладачі educators
трамвай tram
передати transmit
передати commit
передати convey
передати pass
охолодження cooling
оскар oscar
оскар oskar
геннадій gennady
будова composition
відповідності correspondence
відповідності matching
голосу voice
клієнтів customers
клієнтів clients
підтримую support
підтримую approve
підтримую supporting
представлено represented
прагнення ambitions
фінансові financial
втік escaped
втік fled
записав recorded
підземних hells
механізмів setters
поведінка behaviors
поведінка behaviour
поведінка virtue
поведінка behavior
єпископи bishops
стандартів standards
херсон kherson
бучач buchach
важливий important
страхування insurance
фрагмент fragment
фрагмент snippet
кін keen
кін quin
кін keane
трапляються happen
трапляються heats
інтерфейс interface
ядерної nuclear
пані milady
пані madam
пані ladies
пані lady
пані mrs
літопис chronicle
важкі deutschland
функціонує malfunctioning
перейменувати rename
білоруський belorussian
білоруський belarusian
човни boats
султан sultana
султан sultan
промислові industrial
акула shark
акула taillight
елізабет elizabeth
грали played
грецький greek
корони crown
мельник melnyk
марина marina
кухня cuisine
кухня kitchen
містяться contained
містяться contains
князі begs
дисертації thesis
плавець swimmer
академічний academic
фантастичні fantastic
убитий murdered
рухів movements
мирний peaceful
аспекти aspects
досягли reached
армійський army
суддів judges
вгору up
вгору upward
батареї battery
акад akad
релігійна religious
сектор sector
техас texas
браун brown
браун braun
друзі friends
обчислення calculate
обчислення calculating
обчислення computing
обчислення calculation
обчислення calculations
янський jansky
авто auto
авто car
злочини felony
злочини massacre
злочини crimes
злочини transgressions
спеціалістів professionals
кладовище cemetery
кладовище graveyard
дід ded
дід grandfather
звинувачення charges
звинувачення accusation
звинувачення prosecution
звинувачення accusations
отець father
намагаючись trying
копій copies
бойовики action
ена aisne
ена ana
повідомляє tells
ввп gdp
здібності abilities
здібності powers
ростуть grow
множина set
автомобільна automotive
іслам islam
максима maxima
валенсія valencia
завантаження load
завантаження loading
завантаження boot
цін qing
тривало lasted
дисципліни discipline
включені included
операцію transaction
механізми mechanisms
записаний taped
конструкцій constructions
організаторів organizers
вагою weighing
владі vlady
традиція tradition
здатний capable
показати display
показати render
показати show
фронтах fronts
форум forum
капітал capital
капітал stock
капітал principal
бургундія burgundy
легка easy
ознакою indications
онтаріо ontario
мілан milan
мілан milano
йти go
спостережень observations
канали channels
канали canals
відділом payroll
невідомі unknown
згоден agree
дол dol
лікарів doctors
стратегії strategies
стратегії strategy
письма scripture
казки tales
завершено completed
завершено finished
азія asia
представляють represent
розроблено developed
розроблено designed
колі collie
колі lap
входу login
зіграла cast
кароліна caroline
кароліна karolina
кароліна carolina
атмосфери atmospheres
близький close
близький nigh
підтримувати maintain
підтримувати supportive
хвиля wave
стародавній ancient
учитель teacher
графіка plot
графіка graph
графіка graphics
графіка artwork
ключ radical
ключ key
кільце ring
застосуванням horrifying
цінності values
ділянку region
комахи insects
комахи insect
постійний sustained
постійний permanent
постійний constant
постійний persistent
сіль sel
сіль salt
сіль salts
сіль sil
доки till
доки until
просування promotions
просування promotion
рей rey
рей rei
рей ray
доповнення completion
доповнення complement
запуск launch
запуск startup
запуск starting
дом dom
моє my
моє mine
повноважний plenipotentiary
чистий clean
гімназія gymnasium
відображає reflects
маре marais
молдова moldova
єва eva
єва ewa
єва eve
почесна dignified
бомбардир bombardier
невідомий unknown
флоренції florence
додавання adding
додавання addition
додавання appending
додавання add
додавання additions
додавання append
монографія monograph
факс fax
борисович khodorkovsky
борисович gul
ранку morning
вершина summit
вершина vertex
годину hour
збільшити increase
збільшити lighten
збільшити enlarge
необхідних essential
етапи tiers
мкс iss
мкс expedition
товариств societies
дотримання adhering
літера letter
продовжити continue
продовжити proceed
продовжити resume
драматичного dramatic
льотчик airman
цвинтар cemetery
цвинтар graveyard
величезний huge
величезний vast
кінематографістів cinematographers
скупчення cluster
скупчення clusters
мирного peaceful
закінчився ended
колони pillars
колони colum
викликати invoke
модуль modulus
модуль module
маленькі small
маленькі little
маленькі tiny
емблема emblem
емблема seal
кафе cafe
кафе caf
експедиція expedition
монголії mongolia
колумбія columbia
колумбія colombia
традиційні traditional
зменшується diminishes
зменшується decreasing
ісландії iceland
переможці winners
єлизавета elizabeth
єлизавета elisabeth
джозеф joseph
пікардія picardy
прилади appliances
керує handles
керує directing
судно vessel
судно ship
лас las
заголовок header
заголовок title
дисциплін disciplines
псевдонім nick
псевдонім pseudonym
псевдонім nickname
псевдонім alias
вирушив travelled
внесення making
буквально literally
хліб bread
філія philia
будувати build
франческо francesco
містер mister
містер mr
розі rose
розі rosie
пошкодження damage
нащадки descendants
нідерландах netherlands
сенс meaning
альфред alfred
лгбт lgbt
дружби friendship
міннесота minnesota
американці americans
рот rot
рот mouth
рот mouths
рот roth
популярний popular
повідомлень messages
пушкіна pushkin
незалежні independent
денис denys
денис dennis
денис denis
вирішила decided
записів entries
електроенергії electricity
кожні every
відсутній absent
відсутній none
відсутній missing
напруги voltage
виділити highlight
виділити allocate
вдосконалення perfecting
вдосконалення improvements
вдосконалення improving
звичайні ordinary
звичайні usual
межа limit
межа border
червоне red
соціальний social
проведена constructed
тім tim
програв lost
асфальт asphalt
меса mesa
майданчик course
мон mont
мон mon
вбито assassinated
екс aix
перекладачі translators
частоти frequencies
аргентина argentina
передачу transmit
служити serve
виконавець performer
виконавець executor
виконавець resource
виконавець artist
образу offense
образу demoted
виправити fix
виправити adjust
виправити correct
виявилися padlock
корея korea
несе carries
несе carrying
несе lays
визнано recognized
юридичний legal
транспортування bulky
транспортування transportation
визначні outstanding
вела vela
щойно newly
щойно just
скоро soon
панк punk
присвятив dedicated
присвятив dedicates
знищено destroyed
виробники producers
виробники manufacturers
ваші your
ваші yours
агентство agency
продуктивність productivity
психологія psychology
відсотків percentages
відсотків percent
франциско francisco
їхнє theirs
їхнє their
мзс mfa
інтеграції integrations
інформаційні informative
інформаційні informational
ареал areal
загибель extinction
загибель doom
домашніх domestic
домашніх pets
латинської latin
археологія archaeology
московська moscow
експозиції exposure
сербія serbia
молока milk
голоду starvation
ліцей lyceum
координат coordinate
дозволили permitted
криза crisis
медицина medicine
кнр prc
принцеса princess
представника spokesman
представника representative
вказано supplied
вказано specified
приватні private
угорський hungarian
вітер wind
тон tone
синдром syndrome
електронний electronic
обіг circulation
забруднення pollution
небо sky
небо skies
постійні persistent
дитячої infant
смуга carriageway
балів points
дискусії discussions
дискусії discussion
дискусії debate
припинив ceased
вирішити resolve
вирішити solve
вирішити decide
жертви sacrifices
жертви victims
жертви victim
натуральне subsistence
лежать lie
церемонія ceremony
хімія chemistry
поема poem
поема narrative
зняв withdrew
світовий world
комплексів generations
контакти contacts
карло carlo
китайська chinese
організаціями organisations
організаціями agencies
листі letter
подобається fond
подобається like
подобається likes
сцена scene
єна jena
вчився studied
мільйони millions
збірок collections
точку point
сон sleep
сон dream
сон sung
сон dreaming
міжнародне international
заг zag
збереглося retained
студент student
наполеона napoleon
руку hand
іванов ivanov
тими those
гілка thread
гілка branch
документальний documentary
йозеф jozef
йозеф joseph
йозеф josef
труднощі difficulties
труднощі troubles
ріка river
ріка rika
справжній real
випускає shoots
виступили myself
маленький little
заміни wildcard
лариса larissa
зберігає saves
суто clearly
підготував prepared
калібру calibre
співпрацю collaborating
співпрацю cooperation
лісовий buff
хлопець guy
хлопець boyfriend
грецькі greek
мексика mexico
використано used
глибини depths
проводили conducted
дату date
каплиці cartoons
очей eyes
республік republics
опубліковані posted
дрібними diminishing
модифікація revision
заборону ban
глибоко deep
вірменія armenia
серйозно serious
серйозно seriously
словаччині slovakia
георг george
георг georg
дивно strangely
дивно weird
дивно strange
дивно odd
данила danila
наявні available
італійської italian
тепла warm
внутрішня internal
кожну each
наше our
православний orthodox
відповідність relevance
відповідність matching
відповідність match
відповідність matched
показана shown
показана displayed
співпраця collaboration
співпраця collaborate
венеція venice
венеція venezia
конвенції convention
конвенції conventions
передусім foremost
меморіал memorial
ендрю andrew
спектр spectrum
колорадо colorado
буття being
буття genesis
житла housings
стів steve
словника vocabulary
навіщо whither
навіщо why
конкретних specific
затока sinus
затока gulf
затока bay
цивільних civilians
цивільних civilian
сходження ascension
сходження climbing
сходження climb
піднесення vowel
агент agent
паулу paulo
маріуполь mariupol
послідовно subsequently
дітям kids
росту growth
обрали chose
теодор theodore
теодор theodor
теодор teodor
аналогічно similarly
воріт gates
лот lot
відповідний appropriate
відповідний corresponding
печі furnaces
фунтів pounds
вільямс williams
умовно tentatively
ціни prices
алан alan
сірий gray
сірий grey
змія snake
ризик risk
спробував attempted
спробував tried
мечеть mosque
гей gay
кратер crater
збирання collecting
збирання compilation
збирання compiling
збирання build
набуває takes
плавці swimmers
розпочали launched
август augustus
прихильники supporters
бей bey
пізнання enlightenment
стояли stood
духовного bedtime
бажано preferably
бажано desirable
статут regulations
статут statute
отримувати receive
отримувати recieve
механіка mechanics
береги banks
камені stones
камені rocks
висловив expressed
ген gene
наче adventurers
мости bridges
ступені cascade
мазепи mazepa
ймовірність probability
атомів atoms
жовті lutea
жовті yellow
повернулася back
повернулася returned
дитиною childish
усунення elimination
правопис orthography
правопис spelling
залози glands
залози gland
іспанська spanish
придушення suppression
підрозділу mascots
представлення representation
представлення representations
славу fame
славу glory
жовтого yellow
агентства agencies
бюджет budget
чисельністю gangs
македонія macedonia
дипломати diplomats
технологічного technological
стоять standing
водосховище reservoir
водяний water
афіни athens
струмок creek
струмок stream
хотіли wanted
швидке quick
швидке fast
книжка book
дізнається hears
завершився ended
завершився exited
реалізація implementation
реалізація implements
реалізація realisation
реалізація realization
нащадків heirs
сімферополь simferopol
ряди series
ряди procession
дін ding
дін dean
дін dene
міжнародній sidelines
нещодавно recently
лісова wood
лісова forest
викликала caused
викликала called
плата plata
усть ust
костянтинович konstantinovich
брама gate
доньки daughters
електронні electronic
загрозу menace
загрозу threat
маршрути routes
маршрути journeys
теорема theorem
звучить sounds
написи signs
поглядів beliefs
адресу address
алжиру algiers
алжиру algeria
турі turi
александра alexandra
молекули molecule
молекули molecules
кути corners
кути angles
міру measure
значне high
зала hall
трек track
безпека security
безпека safety
башта tower
майк mike
дністра dniester
акти acts
маршрутів routes
коментарі comments
реставрації reclamation
резиденція residence
кузов carriage
спеціаліст specialist
крістіан christian
крістіан kristian
подібна similar
біологія biology
особливі specials
особливі diverse
особливі special
кваліфікацію qualifications
тем themes
тем topics
тем themed
тем theming
яни gentry
ефекти effects
садок garden
виконано executed
виконано completed
виконано done
монреаль montreal
погодився agreed
дихання breathing
визначено defined
визначено unclear
визначено identified
коаліції coalition
кордони boundaries
кордони borders
хімік chemist
суперечки disputes
сади gardens
словаччина slovakia
широка wide
барселона barcelona
банків banks
перевірити test
перевірити verify
перевірити validate
перевірити check
процедури procedures
процедури procedure
фахівці specialists
сильні strong
зат zat
стандарту compliance
планета planet
включено included
включено inclusive
голод famine
голод hunger
валерія valeria
чайковського tchaikovsky
герельс gehrels
діапазон ranges
діапазон range
вовк wolf
захистити protect
кдб kgb
схожа resembles
конте conte
комісар commissioner
тобі toby
ветеранів veterans
вдалось could
постанови constitutions
припинити cease
припинити stop
припинити terminate
звуки sounds
око eye
зон zones
показників metrics
карпати carpathians
ікона icon
ска ska
близькі close
водню hydrogen
трійці trinity
кальвадос calvados
офіцери officers
зняти withdraw
зняти unset
темою topic
темою subject
зуби tooth
зуби teeth
європейські european
йоганн johann
адольф adolphe
адольф adolph
адольф adolf
щодня daily
меті matty
каміння rocks
збігається matches
збігається same
литва lithuania
реклами ads
гірська mountain
іоанн john
краків cracow
краків krakow
серп sickle
прямий direct
молекул molecules
гонки racing
рейнланд rhineland
мвт mw
ранній early
підприємець entrepreneur
іран iran
алекс alex
панорама panorama
довідка help
поїзди trains
герби herbie
герби herby
блоків blocks
хлопчик boy
чарлі charlie
чарлі charley
придбання purchase
невеликими slight
водія driver
чин chin
мотиви motifs
мотиви motives
реєстр registry
простий simple
простий plain
відзначається celebrated
турне touring
козацька cossack
труби pipes
труби tube
запросив invited
шотландія scotia
шотландія scotland
вбиває kills
старе stare
старе old
коста costa
коста kosta
дорогою darling
стандарти standards
шер sher
шер cher
прибуття arrival
прибуття arrivals
дар dar
активним active
перегляду browsing
пілот pilot
воля will
воля willed
воля wola
назавжди forever
назавжди permanently
приводить concealing
помилка err
помилка failure
помилка failed
помилка error
помилка mistake
монтаж montage
монтаж editing
ліцензії licenses
ліцензії license
пат stalemate
пат pat
епоха epoch
епоха era
регіональний regional
монумент monument
коріння roots
осн osn
взуття shoe
взуття footwear
взуття shoes
виконавчий executive
сем sem
сем sam
мис cape
стюарт stuart
стюарт stewart
рда rda
рудольф rudolph
рудольф rudolf
поїхав went
тулуб torso
грала played
мілана milana
кременчук kremenchuk
отаман ataman
вілла villa
часопис magazine
періодично periodically
магазини shops
магазини stores
ельст elst
баз baz
баз buzz
